year,city,party,mention_count
2006,Ikaalinen,Suomen Keskusta,1
2006,Haapavesi,Kansallinen Kokoomus,1
2006,Outokumpu,Suomen Keskusta,4
2006,Outokumpu,Vasemmistoliitto,6
2006,Outokumpu,Suomen Sosialidemokraattinen Puolue,4
2006,Outokumpu,Kansallinen Kokoomus,1
2006,Virrat,Suomen Keskusta,2
2006,Virrat,Vihreä liitto,1
2006,Virrat,Perussuomalaiset,1
2006,Virrat,Suomen Sosialidemokraattinen Puolue,1
2006,Kristiinankaupunki,Kansallinen Kokoomus,4
2006,Parkano,Suomen Keskusta,3
2006,Parkano,Kansallinen Kokoomus,2
2006,Parkano,Suomen Sosialidemokraattinen Puolue,1
2006,Parkano,Suomen Kansan Demokraattinen Liitto,1
2006,Viitasaari,Suomen Keskusta,1
2006,Ähtäri,Perussuomalaiset,1
2006,Ähtäri,Suomen Keskusta,5
2006,Kannus,Suomen Sosialidemokraattinen Puolue,1
2006,Kaskinen,Suomen Kristillisdemokraatit,1
2012,Helsinki,Kansallinen Kokoomus,99
2012,Helsinki,Suomen Sosialidemokraattinen Puolue,68
2012,Helsinki,Suomen Keskusta,90
2012,Helsinki,Vasemmistoliitto,26
2012,Helsinki,Suomen ruotsalainen kansanpuolue,8
2012,Helsinki,Perussuomalaiset,67
2012,Helsinki,Sininen tulevaisuus,10
2012,Helsinki,Vihreä liitto,24
2012,Helsinki,Suomen Kristillisdemokraatit,6
2012,Espoo,Suomen Keskusta,19
2012,Espoo,Vasemmistoliitto,3
2012,Espoo,Vihreä liitto,5
2012,Espoo,Perussuomalaiset,16
2012,Espoo,Kansallinen Kokoomus,14
2012,Espoo,Suomen Sosialidemokraattinen Puolue,5
2012,Espoo,Sininen tulevaisuus,4
2012,Espoo,Suomen Kristillisdemokraatit,1
2012,Espoo,Suomen ruotsalainen kansanpuolue,1
2012,Tampere,Suomen Keskusta,34
2012,Tampere,Perussuomalaiset,25
2012,Tampere,Kansallinen Kokoomus,23
2012,Tampere,Vasemmistoliitto,7
2012,Tampere,Suomen Sosialidemokraattinen Puolue,9
2012,Tampere,Sininen tulevaisuus,3
2012,Tampere,Suomen Kristillisdemokraatit,3
2012,Tampere,Vihreä liitto,3
2012,Tampere,Suomen ruotsalainen kansanpuolue,1
2012,Vantaa,Suomen Sosialidemokraattinen Puolue,16
2012,Vantaa,Perussuomalaiset,20
2012,Vantaa,Suomen Kristillisdemokraatit,2
2012,Vantaa,Kansallinen Kokoomus,13
2012,Vantaa,Suomen Keskusta,20
2012,Vantaa,Sininen tulevaisuus,2
2012,Vantaa,Vasemmistoliitto,2
2012,Vantaa,Vihreä liitto,2
2012,Oulu,Perussuomalaiset,27
2012,Oulu,Vihreä liitto,8
2012,Oulu,Kansallinen Kokoomus,30
2012,Oulu,Suomen Keskusta,34
2012,Oulu,Vasemmistoliitto,15
2012,Oulu,Suomen Sosialidemokraattinen Puolue,18
2012,Oulu,Sininen tulevaisuus,2
2012,Oulu,Suomen ruotsalainen kansanpuolue,4
2012,Oulu,Suomen Kristillisdemokraatit,2
2012,Turku,Suomen Keskusta,27
2012,Turku,Perussuomalaiset,16
2012,Turku,Kansallinen Kokoomus,23
2012,Turku,Vasemmistoliitto,16
2012,Turku,Suomen Sosialidemokraattinen Puolue,18
2012,Turku,Vihreä liitto,4
2012,Turku,Sininen tulevaisuus,2
2012,Turku,Suomen ruotsalainen kansanpuolue,6
2012,Jyväskylä,Suomen Keskusta,41
2012,Jyväskylä,Suomen Sosialidemokraattinen Puolue,16
2012,Jyväskylä,Kansallinen Kokoomus,12
2012,Jyväskylä,Vasemmistoliitto,3
2012,Jyväskylä,Perussuomalaiset,5
2012,Jyväskylä,Sininen tulevaisuus,3
2012,Jyväskylä,Suomen ruotsalainen kansanpuolue,2
2012,Kuopio,Perussuomalaiset,18
2012,Kuopio,Suomen ruotsalainen kansanpuolue,5
2012,Kuopio,Kansallinen Kokoomus,6
2012,Kuopio,Suomen Sosialidemokraattinen Puolue,5
2012,Kuopio,Suomen Keskusta,16
2012,Kuopio,Suomen Kristillisdemokraatit,1
2012,Kuopio,Vasemmistoliitto,1
2012,Lahti,Perussuomalaiset,17
2012,Lahti,Kansallinen Kokoomus,22
2012,Lahti,Suomen Sosialidemokraattinen Puolue,16
2012,Lahti,Suomen Keskusta,6
2012,Lahti,Vasemmistoliitto,2
2012,Lahti,Sininen tulevaisuus,1
2012,Pori,Vasemmistoliitto,6
2012,Pori,Perussuomalaiset,8
2012,Pori,Suomen Keskusta,5
2012,Pori,Kansallinen Kokoomus,7
2012,Pori,Suomen Sosialidemokraattinen Puolue,1
2012,Pori,Suomen Kristillisdemokraatit,1
2012,Pori,Sininen tulevaisuus,1
2012,Kouvola,Perussuomalaiset,34
2012,Kouvola,Suomen Keskusta,9
2012,Kouvola,Suomen ruotsalainen kansanpuolue,6
2012,Kouvola,Suomen Sosialidemokraattinen Puolue,12
2012,Kouvola,Suomen Kristillisdemokraatit,2
2012,Kouvola,Kansallinen Kokoomus,9
2012,Joensuu,Perussuomalaiset,8
2012,Joensuu,Suomen Keskusta,11
2012,Joensuu,Suomen Sosialidemokraattinen Puolue,16
2012,Joensuu,Suomen ruotsalainen kansanpuolue,2
2012,Joensuu,Sininen tulevaisuus,1
2012,Lappeenranta,Kansallinen Kokoomus,7
2012,Lappeenranta,Suomen Sosialidemokraattinen Puolue,13
2012,Lappeenranta,Suomen Keskusta,6
2012,Lappeenranta,Perussuomalaiset,3
2012,Lappeenranta,Sininen tulevaisuus,1
2012,Hämeenlinna,Kansallinen Kokoomus,3
2012,Hämeenlinna,Suomen Sosialidemokraattinen Puolue,2
2012,Hämeenlinna,Vasemmistoliitto,2
2012,Hämeenlinna,Suomen ruotsalainen kansanpuolue,2
2012,Hämeenlinna,Perussuomalaiset,1
2012,Hämeenlinna,Suomen Keskusta,1
2012,Vaasa,Kansallinen Kokoomus,16
2012,Vaasa,Suomen Sosialidemokraattinen Puolue,19
2012,Vaasa,Suomen ruotsalainen kansanpuolue,2
2012,Vaasa,Perussuomalaiset,4
2012,Vaasa,Suomen Keskusta,2
2012,Vaasa,Vasemmistoliitto,2
2012,Vaasa,Sininen tulevaisuus,1
2012,Seinäjoki,Suomen Keskusta,10
2012,Seinäjoki,Perussuomalaiset,4
2012,Seinäjoki,Kansallinen Kokoomus,2
2012,Seinäjoki,Suomen Sosialidemokraattinen Puolue,1
2012,Seinäjoki,Sininen tulevaisuus,1
2012,Rovaniemi,Kansallinen Kokoomus,14
2012,Rovaniemi,Suomen Sosialidemokraattinen Puolue,17
2012,Rovaniemi,Suomen ruotsalainen kansanpuolue,3
2012,Rovaniemi,Perussuomalaiset,8
2012,Rovaniemi,Suomen Keskusta,28
2012,Rovaniemi,Vasemmistoliitto,2
2012,Mikkeli,Suomen Keskusta,12
2012,Mikkeli,Kansallinen Kokoomus,3
2012,Mikkeli,Perussuomalaiset,12
2012,Mikkeli,Suomen Sosialidemokraattinen Puolue,2
2012,Mikkeli,Suomen Kristillisdemokraatit,1
2012,Mikkeli,Vasemmistoliitto,1
2012,Mikkeli,Suomen ruotsalainen kansanpuolue,1
2012,Kotka,Suomen Keskusta,4
2012,Kotka,Suomen Sosialidemokraattinen Puolue,7
2012,Kotka,Kansallinen Kokoomus,2
2012,Kotka,Perussuomalaiset,15
2012,Kotka,Sininen tulevaisuus,1
2012,Kotka,Suomen ruotsalainen kansanpuolue,1
2012,Salo,Kansallinen Kokoomus,27
2012,Salo,Suomen Sosialidemokraattinen Puolue,17
2012,Salo,Perussuomalaiset,14
2012,Salo,Sininen tulevaisuus,1
2012,Salo,Vihreä liitto,5
2012,Salo,Vasemmistoliitto,4
2012,Salo,Suomen Keskusta,4
2012,Porvoo,Suomen Sosialidemokraattinen Puolue,2
2012,Porvoo,Perussuomalaiset,8
2012,Porvoo,Kansallinen Kokoomus,3
2012,Kokkola,Perussuomalaiset,1
2012,Kokkola,Vihreä liitto,1
2012,Kokkola,Kansallinen Kokoomus,2
2012,Kokkola,Suomen Keskusta,3
2012,Kokkola,Suomen Kristillisdemokraatit,1
2012,Kokkola,Suomen Sosialidemokraattinen Puolue,2
2012,Hyvinkää,Suomen Sosialidemokraattinen Puolue,4
2012,Hyvinkää,Vasemmistoliitto,5
2012,Hyvinkää,Perussuomalaiset,2
2012,Hyvinkää,Kansallinen Kokoomus,3
2012,Hyvinkää,Suomen ruotsalainen kansanpuolue,2
2012,Hyvinkää,Vihreä liitto,1
2012,Hyvinkää,Suomen Keskusta,2
2012,Hyvinkää,Suomen Kristillisdemokraatit,1
2012,Lohja,Suomen Sosialidemokraattinen Puolue,3
2012,Järvenpää,Kansallinen Kokoomus,3
2012,Järvenpää,Suomen Keskusta,1
2012,Järvenpää,Perussuomalaiset,2
2012,Rauma,Suomen Kristillisdemokraatit,3
2012,Rauma,Suomen ruotsalainen kansanpuolue,1
2012,Rauma,Kansallinen Kokoomus,4
2012,Rauma,Suomen Sosialidemokraattinen Puolue,10
2012,Rauma,Perussuomalaiset,2
2012,Rauma,Vasemmistoliitto,1
2012,Kerava,Suomen Keskusta,2
2012,Kerava,Suomen Sosialidemokraattinen Puolue,1
2012,Kerava,Perussuomalaiset,2
2012,Kerava,Kansallinen Kokoomus,5
2012,Kajaani,Suomen Keskusta,4
2012,Kajaani,Kansallinen Kokoomus,3
2012,Kajaani,Perussuomalaiset,1
2012,Kaarina,Suomen Keskusta,1
2012,Nokia,Kansallinen Kokoomus,34
2012,Nokia,Suomen Keskusta,10
2012,Nokia,Perussuomalaiset,23
2012,Nokia,Vihreä liitto,5
2012,Nokia,Suomen Sosialidemokraattinen Puolue,12
2012,Nokia,Vasemmistoliitto,4
2012,Nokia,Suomen ruotsalainen kansanpuolue,1
2012,Ylöjärvi,Perussuomalaiset,1
2012,Ylöjärvi,Suomen Keskusta,2
2012,Ylöjärvi,Kansallinen Kokoomus,1
2012,Ylöjärvi,Vihreä liitto,1
2012,Savonlinna,Perussuomalaiset,14
2012,Savonlinna,Suomen Keskusta,13
2012,Savonlinna,Kansallinen Kokoomus,2
2012,Savonlinna,Suomen Sosialidemokraattinen Puolue,7
2012,Savonlinna,Vasemmistoliitto,3
2012,Kangasala,Suomen Keskusta,1
2012,Riihimäki,Vasemmistoliitto,5
2012,Riihimäki,Suomen ruotsalainen kansanpuolue,1
2012,Riihimäki,Kansallinen Kokoomus,13
2012,Riihimäki,Suomen Keskusta,2
2012,Riihimäki,Suomen Sosialidemokraattinen Puolue,2
2012,Riihimäki,Perussuomalaiset,3
2012,Raasepori,Suomen Sosialidemokraattinen Puolue,3
2012,Raasepori,Suomen ruotsalainen kansanpuolue,1
2012,Raasepori,Perussuomalaiset,1
2012,Imatra,Suomen Sosialidemokraattinen Puolue,13
2012,Imatra,Vasemmistoliitto,4
2012,Imatra,Perussuomalaiset,4
2012,Imatra,Kansallinen Kokoomus,3
2012,Imatra,Suomen Keskusta,2
2012,Imatra,Vihreä liitto,1
2012,Raisio,Suomen Keskusta,3
2012,Raisio,Kansallinen Kokoomus,3
2012,Raisio,Vasemmistoliitto,1
2012,Raisio,Perussuomalaiset,2
2012,Raahe,Kansallinen Kokoomus,1
2012,Raahe,Suomen Keskusta,1
2012,Raahe,Vasemmistoliitto,1
2012,Raahe,Vihreä liitto,1
2012,Sastamala,Kansallinen Kokoomus,9
2012,Sastamala,Sininen tulevaisuus,1
2012,Sastamala,Perussuomalaiset,1
2012,Tornio,Suomen Keskusta,3
2012,Tornio,Vasemmistoliitto,1
2012,Tornio,Perussuomalaiset,2
2012,Tornio,Vihreä liitto,1
2012,Iisalmi,Suomen Keskusta,4
2012,Iisalmi,Perussuomalaiset,1
2012,Valkeakoski,Suomen Keskusta,3
2012,Valkeakoski,Kansallinen Kokoomus,2
2012,Kurikka,Perussuomalaiset,3
2012,Kemi,Suomen Keskusta,5
2012,Kemi,Suomen Sosialidemokraattinen Puolue,8
2012,Kemi,Vasemmistoliitto,2
2012,Kemi,Vihreä liitto,2
2012,Kemi,Perussuomalaiset,2
2012,Varkaus,Kansallinen Kokoomus,3
2012,Varkaus,Suomen Sosialidemokraattinen Puolue,2
2012,Varkaus,Vihreä liitto,1
2012,Varkaus,Perussuomalaiset,3
2012,Varkaus,Suomen Keskusta,2
2012,Jämsä,Suomen Keskusta,12
2012,Jämsä,Suomen Sosialidemokraattinen Puolue,5
2012,Jämsä,Perussuomalaiset,3
2012,Jämsä,Kansallinen Kokoomus,1
2012,Hamina,Perussuomalaiset,7
2012,Hamina,Suomen Sosialidemokraattinen Puolue,3
2012,Hamina,Suomen ruotsalainen kansanpuolue,3
2012,Hamina,Suomen Keskusta,5
2012,Hamina,Kansallinen Kokoomus,4
2012,Hamina,Vasemmistoliitto,1
2012,Hamina,Suomen Kristillisdemokraatit,1
2012,Naantali,Suomen Keskusta,1
2012,Naantali,Kansallinen Kokoomus,1
2012,Naantali,Perussuomalaiset,1
2012,Pietarsaari,Suomen Keskusta,4
2012,Pietarsaari,Suomen Kristillisdemokraatit,1
2012,Pietarsaari,Perussuomalaiset,1
2012,Pietarsaari,Suomen Sosialidemokraattinen Puolue,1
2012,Äänekoski,Suomen Keskusta,2
2012,Äänekoski,Vihreä liitto,1
2012,Heinola,Perussuomalaiset,4
2012,Heinola,Kansallinen Kokoomus,5
2012,Heinola,Suomen Sosialidemokraattinen Puolue,1
2012,Heinola,Suomen Keskusta,1
2012,Heinola,Vihreä liitto,1
2012,Pieksämäki,Suomen Sosialidemokraattinen Puolue,3
2012,Pieksämäki,Vasemmistoliitto,1
2012,Pieksämäki,Perussuomalaiset,1
2012,Pieksämäki,Suomen Keskusta,1
2012,Forssa,Suomen Keskusta,2
2012,Forssa,Kansallinen Kokoomus,5
2012,Akaa,Kansallinen Kokoomus,2
2012,Orimattila,Kansallinen Kokoomus,3
2012,Orimattila,Perussuomalaiset,1
2012,Loimaa,Kansallinen Kokoomus,2
2012,Loimaa,Suomen Keskusta,1
2012,Kauhava,Suomen Keskusta,19
2012,Kauhava,Kansallinen Kokoomus,9
2012,Kauhava,Perussuomalaiset,11
2012,Kauhava,Suomen Sosialidemokraattinen Puolue,4
2012,Kauhava,Sininen tulevaisuus,1
2012,Uusikaupunki,Kansallinen Kokoomus,1
2012,Ylivieska,Perussuomalaiset,2
2012,Ylivieska,Kansallinen Kokoomus,1
2012,Kuusamo,Suomen Keskusta,3
2012,Kuusamo,Vasemmistoliitto,1
2012,Kuusamo,Vihreä liitto,1
2012,Kuusamo,Kansallinen Kokoomus,1
2012,Loviisa,Kansallinen Kokoomus,1
2012,Loviisa,Sininen tulevaisuus,1
2012,Kauhajoki,Suomen ruotsalainen kansanpuolue,1
2012,Kauhajoki,Perussuomalaiset,2
2012,Kauhajoki,Suomen Sosialidemokraattinen Puolue,1
2012,Kauhajoki,Kansallinen Kokoomus,2
2012,Kauhajoki,Vihreä liitto,1
2012,Kauhajoki,Suomen Keskusta,2
2012,Kauhajoki,Vasemmistoliitto,1
2012,Kauhajoki,Sininen tulevaisuus,1
2012,Ulvila,Suomen Keskusta,1
2012,Maarianhamina,Kansallinen Kokoomus,1
2012,Paimio,Vihreä liitto,1
2012,Lieksa,Suomen Keskusta,2
2012,Lieksa,Perussuomalaiset,1
2012,Nivala,Vihreä liitto,1
2012,Nivala,Suomen Keskusta,1
2012,Kauniainen,Suomen Keskusta,1
2012,Kauniainen,Kansallinen Kokoomus,5
2012,Kauniainen,Vihreä liitto,1
2012,Kauniainen,Perussuomalaiset,3
2012,Kauniainen,Vasemmistoliitto,2
2012,Kauniainen,Suomen Sosialidemokraattinen Puolue,1
2012,Kauniainen,Sininen tulevaisuus,1
2012,Huittinen,Kansallinen Kokoomus,1
2012,Mänttä-Vilppula,Suomen Keskusta,1
2012,Mänttä-Vilppula,Kansallinen Kokoomus,1
2012,Nurmes,Suomen Keskusta,2
2012,Nurmes,Perussuomalaiset,1
2012,Keuruu,Suomen Keskusta,25
2012,Keuruu,Kansallinen Kokoomus,6
2012,Keuruu,Perussuomalaiset,3
2012,Keuruu,Suomen Sosialidemokraattinen Puolue,3
2012,Keuruu,Sininen tulevaisuus,1
2012,Saarijärvi,Suomen Keskusta,1
2012,Orivesi,Suomen Keskusta,1
2012,Orivesi,Suomen Sosialidemokraattinen Puolue,1
2012,Karkkila,Perussuomalaiset,1
2012,Karkkila,Kansallinen Kokoomus,1
2012,Hanko,Suomen Sosialidemokraattinen Puolue,6
2012,Hanko,Perussuomalaiset,4
2012,Hanko,Suomen Keskusta,3
2012,Hanko,Kansallinen Kokoomus,1
2012,Hanko,Suomen ruotsalainen kansanpuolue,1
2012,Kiuruvesi,Kansallinen Kokoomus,3
2012,Pudasjärvi,Perussuomalaiset,6
2012,Pudasjärvi,Suomen Sosialidemokraattinen Puolue,1
2012,Kemijärvi,Vasemmistoliitto,6
2012,Kemijärvi,Suomen Keskusta,4
2012,Kemijärvi,Suomen Sosialidemokraattinen Puolue,2
2012,Kemijärvi,Perussuomalaiset,1
2012,Kemijärvi,Kansallinen Kokoomus,1
2012,Kokemäki,Kansallinen Kokoomus,1
2012,Suonenjoki,Suomen Keskusta,1
2012,Haapajärvi,Suomen Keskusta,1
2012,Haapavesi,Suomen Keskusta,2
2012,Haapavesi,Sininen tulevaisuus,1
2012,Outokumpu,Suomen Sosialidemokraattinen Puolue,2
2012,Outokumpu,Kansallinen Kokoomus,1
2012,Outokumpu,Vihreä liitto,1
2012,Outokumpu,Suomen Keskusta,2
2012,Outokumpu,Vasemmistoliitto,1
2012,Parkano,Perussuomalaiset,1
2012,Parkano,Suomen Keskusta,1
2012,Viitasaari,Suomen Keskusta,1
2012,Ähtäri,Suomen Keskusta,10
2012,Ähtäri,Perussuomalaiset,1
2012,Pyhäjärvi,Suomen Keskusta,1
2012,Pyhäjärvi,Perussuomalaiset,2
2012,Pyhäjärvi,Kansallinen Kokoomus,1
2012,Kaskinen,Perussuomalaiset,2
2012,Kaskinen,Suomen Sosialidemokraattinen Puolue,1
2012,Kaskinen,Suomen Keskusta,6
